entry,at,order
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (47.29) | #5 ""jarell @ DmldWHcaFG"" (18.69) | #7 ""Isaac @ 8Cxf2C0Rzg"" (65.74) | #8 ""Harry @ _rSA9D8q4_"" (88.52)",2025-11-26T17:56:23.669Z,176417978366901
"-- starting hand #99 (id: rbzled6tuovj)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T17:56:23.669Z,176417978366900
"""Harry @ _rSA9D8q4_"" shows a 7♦.",2025-11-26T17:56:21.140Z,176417978114000
"-- ending hand #98 --",2025-11-26T17:56:20.064Z,176417978006402
"""Harry @ _rSA9D8q4_"" collected 10.40 from pot",2025-11-26T17:56:20.064Z,176417978006401
"Uncalled bet of 5.20 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T17:56:20.064Z,176417978006400
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T17:56:19.252Z,176417977925200
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:56:18.001Z,176417977800100
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:56:16.793Z,176417977679300
"""Harry @ _rSA9D8q4_"" bets 5.20",2025-11-26T17:56:14.335Z,176417977433500
"River: 7♥, 6♠, 9♥, A♠ [7♠]",2025-11-26T17:56:07.050Z,176417976705000
"""Isaac @ 8Cxf2C0Rzg"" calls 1.00",2025-11-26T17:56:06.245Z,176417976624500
"""jarell @ DmldWHcaFG"" calls 1.00",2025-11-26T17:56:05.105Z,176417976510500
"""loki @ 7Nv8hjyL1f"" calls 1.00",2025-11-26T17:56:03.775Z,176417976377500
"""Harry @ _rSA9D8q4_"" bets 1.00",2025-11-26T17:56:01.737Z,176417976173700
"Turn: 7♥, 6♠, 9♥ [A♠]",2025-11-26T17:55:57.138Z,176417975713800
"""Isaac @ 8Cxf2C0Rzg"" calls 1.00",2025-11-26T17:55:56.291Z,176417975629100
"""jarell @ DmldWHcaFG"" calls 1.00",2025-11-26T17:55:55.196Z,176417975519600
"""loki @ 7Nv8hjyL1f"" calls 1.00",2025-11-26T17:55:53.689Z,176417975368900
"""Harry @ _rSA9D8q4_"" bets 1.00",2025-11-26T17:55:51.790Z,176417975179000
"Flop:  [7♥, 6♠, 9♥]",2025-11-26T17:55:46.667Z,176417974666700
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T17:55:45.853Z,176417974585300
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T17:55:44.750Z,176417974475000
"""loki @ 7Nv8hjyL1f"" calls 0.60",2025-11-26T17:55:43.572Z,176417974357200
"""Harry @ _rSA9D8q4_"" raises to 0.60",2025-11-26T17:55:41.635Z,176417974163500
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T17:55:38.020Z,176417973802000
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T17:55:36.935Z,176417973693500
"""loki @ 7Nv8hjyL1f"" posts a big blind of 0.20",2025-11-26T17:55:33.666Z,176417973366607
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T17:55:33.666Z,176417973366606
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (49.89) | #5 ""jarell @ DmldWHcaFG"" (21.29) | #7 ""Isaac @ 8Cxf2C0Rzg"" (68.34) | #8 ""Harry @ _rSA9D8q4_"" (80.72)",2025-11-26T17:55:33.666Z,176417973366601
"-- starting hand #98 (id: hg1mpfy29fhr)  (No Limit Texas Hold'em) (dealer: ""Isaac @ 8Cxf2C0Rzg"") --",2025-11-26T17:55:33.666Z,176417973366600
"-- ending hand #97 --",2025-11-26T17:55:27.638Z,176417972763802
"""Isaac @ 8Cxf2C0Rzg"" collected 0.40 from pot with Pair, 8's (combination: 8♠, 8♦, Q♣, 10♠, 5♦)",2025-11-26T17:55:27.638Z,176417972763801
"""Isaac @ 8Cxf2C0Rzg"" shows a Q♣, 10♠.",2025-11-26T17:55:27.638Z,176417972763800
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:55:26.818Z,176417972681800
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:55:25.749Z,176417972574900
"River: 8♠, 2♣, 5♦, 8♦ [4♥]",2025-11-26T17:55:22.835Z,176417972283500
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:55:22.001Z,176417972200100
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:55:20.897Z,176417972089700
"Turn: 8♠, 2♣, 5♦ [8♦]",2025-11-26T17:55:18.121Z,176417971812100
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:55:17.295Z,176417971729500
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:55:16.162Z,176417971616200
"Flop:  [8♠, 2♣, 5♦]",2025-11-26T17:55:12.552Z,176417971255200
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:55:11.736Z,176417971173600
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T17:55:09.989Z,176417970998900
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:55:08.312Z,176417970831200
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:55:00.757Z,176417970075700
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T17:54:35.760Z,176417967576007
"""Isaac @ 8Cxf2C0Rzg"" posts a small blind of 0.10",2025-11-26T17:54:35.760Z,176417967576006
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (49.89) | #5 ""jarell @ DmldWHcaFG"" (21.29) | #7 ""Isaac @ 8Cxf2C0Rzg"" (68.14) | #8 ""Harry @ _rSA9D8q4_"" (80.92)",2025-11-26T17:54:35.760Z,176417967576001
"-- starting hand #97 (id: a8zpqw44l98o)  (No Limit Texas Hold'em) (dealer: ""jarell @ DmldWHcaFG"") --",2025-11-26T17:54:35.760Z,176417967576000
"-- ending hand #96 --",2025-11-26T17:54:29.818Z,176417966981802
"""Harry @ _rSA9D8q4_"" collected 1.80 from pot",2025-11-26T17:54:29.818Z,176417966981801
"Uncalled bet of 0.72 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T17:54:29.818Z,176417966981800
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T17:54:28.922Z,176417966892200
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:54:27.820Z,176417966782000
"""Harry @ _rSA9D8q4_"" bets 0.72",2025-11-26T17:54:25.977Z,176417966597700
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:54:22.880Z,176417966288000
"""jarell @ DmldWHcaFG"" checks",2025-11-26T17:54:17.838Z,176417965783800
"Flop:  [7♥, 2♣, 3♠]",2025-11-26T17:54:12.098Z,176417965209800
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T17:54:11.270Z,176417965127000
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T17:54:06.945Z,176417964694500
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:54:04.428Z,176417964442800
"""Harry @ _rSA9D8q4_"" raises to 0.60",2025-11-26T17:54:00.313Z,176417964031300
"""Isaac @ 8Cxf2C0Rzg"" posts a big blind of 0.20",2025-11-26T17:53:55.784Z,176417963578407
"""jarell @ DmldWHcaFG"" posts a small blind of 0.10",2025-11-26T17:53:55.784Z,176417963578406
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (49.89) | #5 ""jarell @ DmldWHcaFG"" (21.89) | #7 ""Isaac @ 8Cxf2C0Rzg"" (68.74) | #8 ""Harry @ _rSA9D8q4_"" (79.72)",2025-11-26T17:53:55.784Z,176417963578401
"-- starting hand #96 (id: f3jx2a5xhuyu)  (No Limit Texas Hold'em) (dealer: ""loki @ 7Nv8hjyL1f"") --",2025-11-26T17:53:55.784Z,176417963578400
"-- ending hand #95 --",2025-11-26T17:53:49.746Z,176417962974602
"""Isaac @ 8Cxf2C0Rzg"" collected 3.40 from pot with Two Pair, 7's & 6's (combination: 7♣, 7♥, 6♦, 6♠, Q♠)",2025-11-26T17:53:49.746Z,176417962974601
"""Isaac @ 8Cxf2C0Rzg"" shows a 7♣, 7♥.",2025-11-26T17:53:49.746Z,176417962974600
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:53:48.920Z,176417962892000
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:53:47.796Z,176417962779600
"River: 8♦, 2♣, 6♦, 6♠ [Q♠]",2025-11-26T17:53:46.144Z,176417962614400
"""Harry @ _rSA9D8q4_"" calls 0.75",2025-11-26T17:53:45.326Z,176417962532600
"""Isaac @ 8Cxf2C0Rzg"" bets 0.75",2025-11-26T17:53:43.565Z,176417962356500
"Turn: 8♦, 2♣, 6♦ [6♠]",2025-11-26T17:53:37.535Z,176417961753500
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:53:36.709Z,176417961670900
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:53:35.632Z,176417961563200
"Flop:  [8♦, 2♣, 6♦]",2025-11-26T17:53:31.291Z,176417961129100
"""Isaac @ 8Cxf2C0Rzg"" calls 0.80",2025-11-26T17:53:30.466Z,176417961046600
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:53:27.438Z,176417960743800
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:53:21.792Z,176417960179200
"""Harry @ _rSA9D8q4_"" raises to 0.80",2025-11-26T17:53:20.115Z,176417960011500
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T17:53:17.441Z,176417959744100
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T17:53:15.084Z,176417959508407
"""loki @ 7Nv8hjyL1f"" posts a small blind of 0.10",2025-11-26T17:53:15.084Z,176417959508406
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (49.99) | #5 ""jarell @ DmldWHcaFG"" (22.09) | #7 ""Isaac @ 8Cxf2C0Rzg"" (66.89) | #8 ""Harry @ _rSA9D8q4_"" (81.27)",2025-11-26T17:53:15.084Z,176417959508401
"-- starting hand #95 (id: eqomc0qotpev)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T17:53:15.084Z,176417959508400
"""Harry @ _rSA9D8q4_"" shows a 2♠.",2025-11-26T17:53:11.864Z,176417959186400
"""loki @ 7Nv8hjyL1f"" shows a 3♦.",2025-11-26T17:53:09.866Z,176417958986600
"-- ending hand #94 --",2025-11-26T17:53:07.752Z,176417958775202
"""loki @ 7Nv8hjyL1f"" collected 16.09 from pot",2025-11-26T17:53:07.752Z,176417958775201
"Uncalled bet of 6.11 returned to ""loki @ 7Nv8hjyL1f""",2025-11-26T17:53:07.752Z,176417958775200
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T17:53:06.886Z,176417958688600
"""loki @ 7Nv8hjyL1f"" raises to 7.11",2025-11-26T17:53:05.210Z,176417958521000
"""Harry @ _rSA9D8q4_"" bets 1.00",2025-11-26T17:52:52.516Z,176417957251600
"Turn: 3♥, 7♣, 2♥ [5♥]",2025-11-26T17:52:42.869Z,176417956286900
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:52:42.048Z,176417956204800
"""loki @ 7Nv8hjyL1f"" calls 3.12",2025-11-26T17:52:40.834Z,176417956083400
"""Harry @ _rSA9D8q4_"" bets 3.12",2025-11-26T17:52:38.686Z,176417955868600
"Flop:  [3♥, 7♣, 2♥]",2025-11-26T17:52:32.492Z,176417955249200
"""loki @ 7Nv8hjyL1f"" calls 2.55",2025-11-26T17:52:31.671Z,176417955167100
"""Harry @ _rSA9D8q4_"" calls 2.55",2025-11-26T17:52:28.713Z,176417954871300
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T17:52:26.218Z,176417954621800
"""jarell @ DmldWHcaFG"" raises to 2.55",2025-11-26T17:52:23.982Z,176417954398200
"""loki @ 7Nv8hjyL1f"" calls 0.80",2025-11-26T17:52:16.663Z,176417953666300
"""Harry @ _rSA9D8q4_"" raises to 0.80",2025-11-26T17:52:13.839Z,176417953383900
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T17:52:09.994Z,176417952999400
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T17:52:08.864Z,176417952886400
"""loki @ 7Nv8hjyL1f"" posts a big blind of 0.20",2025-11-26T17:52:01.539Z,176417952153907
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T17:52:01.539Z,176417952153906
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (40.57) | #5 ""jarell @ DmldWHcaFG"" (24.64) | #7 ""Isaac @ 8Cxf2C0Rzg"" (67.09) | #8 ""Harry @ _rSA9D8q4_"" (87.94)",2025-11-26T17:52:01.539Z,176417952153901
"-- starting hand #94 (id: tjifjkw0bi4x)  (No Limit Texas Hold'em) (dealer: ""Isaac @ 8Cxf2C0Rzg"") --",2025-11-26T17:52:01.539Z,176417952153900
"-- ending hand #93 --",2025-11-26T17:51:58.603Z,176417951860302
"""Isaac @ 8Cxf2C0Rzg"" collected 12.50 from pot",2025-11-26T17:51:58.603Z,176417951860301
"Uncalled bet of 3.75 returned to ""Isaac @ 8Cxf2C0Rzg""",2025-11-26T17:51:58.603Z,176417951860300
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:51:57.792Z,176417951779200
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:51:56.550Z,176417951655000
"""Isaac @ 8Cxf2C0Rzg"" raises to 7.50",2025-11-26T17:51:54.742Z,176417951474200
"""jarell @ DmldWHcaFG"" bets 3.75",2025-11-26T17:51:33.557Z,176417949355700
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T17:51:29.174Z,176417948917400
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:51:27.359Z,176417948735900
"River: 9♥, 7♣, Q♥, Q♣ [A♥]",2025-11-26T17:51:22.815Z,176417948281500
"""jarell @ DmldWHcaFG"" checks",2025-11-26T17:51:21.944Z,176417948194400
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T17:51:18.748Z,176417947874800
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:51:16.955Z,176417947695500
"Turn: 9♥, 7♣, Q♥ [Q♣]",2025-11-26T17:51:12.035Z,176417947203500
"""Isaac @ 8Cxf2C0Rzg"" calls 1.00",2025-11-26T17:51:11.224Z,176417947122400
"""jarell @ DmldWHcaFG"" calls 1.00",2025-11-26T17:51:08.420Z,176417946842000
"""loki @ 7Nv8hjyL1f"" bets 1.00",2025-11-26T17:51:07.148Z,176417946714800
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:50:59.175Z,176417945917500
"Flop:  [9♥, 7♣, Q♥]",2025-11-26T17:50:54.654Z,176417945465400
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T17:50:53.813Z,176417945381300
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T17:50:52.676Z,176417945267600
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T17:50:51.351Z,176417945135100
"""loki @ 7Nv8hjyL1f"" raises to 0.60",2025-11-26T17:50:48.196Z,176417944819600
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T17:50:45.102Z,176417944510207
"""Isaac @ 8Cxf2C0Rzg"" posts a small blind of 0.10",2025-11-26T17:50:45.102Z,176417944510206
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (42.17) | #5 ""jarell @ DmldWHcaFG"" (29.99) | #7 ""Isaac @ 8Cxf2C0Rzg"" (59.94) | #8 ""Harry @ _rSA9D8q4_"" (88.14)",2025-11-26T17:50:45.102Z,176417944510201
"-- starting hand #93 (id: 3acfb3yfyavv)  (No Limit Texas Hold'em) (dead button) --",2025-11-26T17:50:45.102Z,176417944510200
"-- ending hand #92 --",2025-11-26T17:50:42.155Z,176417944215502
"""loki @ 7Nv8hjyL1f"" collected 1.20 from pot",2025-11-26T17:50:42.155Z,176417944215501
"Uncalled bet of 0.60 returned to ""loki @ 7Nv8hjyL1f""",2025-11-26T17:50:42.155Z,176417944215500
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T17:50:41.335Z,176417944133500
"""loki @ 7Nv8hjyL1f"" bets 0.60",2025-11-26T17:50:38.640Z,176417943864000
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:50:33.475Z,176417943347500
"River: 4♠, 9♦, A♣, 10♠ [8♣]",2025-11-26T17:50:31.546Z,176417943154600
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T17:50:30.730Z,176417943073000
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:50:28.978Z,176417942897800
"Turn: 4♠, 9♦, A♣ [10♠]",2025-11-26T17:50:25.468Z,176417942546800
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T17:50:24.627Z,176417942462700
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:50:22.948Z,176417942294800
"Flop:  [4♠, 9♦, A♣]",2025-11-26T17:50:20.614Z,176417942061400
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T17:50:19.775Z,176417941977500
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:50:16.633Z,176417941663300
"""loki @ 7Nv8hjyL1f"" raises to 0.60",2025-11-26T17:50:15.429Z,176417941542900
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T17:50:12.415Z,176417941241500
"""Isaac @ 8Cxf2C0Rzg"" posts a big blind of 0.20",2025-11-26T17:50:06.400Z,176417940640008
"Dead Small Blind",2025-11-26T17:50:06.400Z,176417940640007
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (41.57) | #5 ""jarell @ DmldWHcaFG"" (29.99) | #7 ""Isaac @ 8Cxf2C0Rzg"" (60.54) | #8 ""Harry @ _rSA9D8q4_"" (88.14)",2025-11-26T17:50:06.400Z,176417940640002
"-- starting hand #92 (id: uegmgftlhlxc)  (No Limit Texas Hold'em) (dealer: ""jarell @ DmldWHcaFG"") --",2025-11-26T17:50:06.400Z,176417940640001
"The player ""luks @ umdjNW_Jbv"" stand up with the stack of 8.40.",2025-11-26T17:50:06.400Z,176417940640000
"-- ending hand #91 --",2025-11-26T17:50:00.372Z,176417940037202
"""luks @ umdjNW_Jbv"" collected 0.50 from pot with Pair, 9's (combination: 9♠, 9♣, Q♠, 10♦, 4♣)",2025-11-26T17:50:00.372Z,176417940037201
"""luks @ umdjNW_Jbv"" shows a 10♦, Q♠.",2025-11-26T17:50:00.372Z,176417940037200
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:49:59.491Z,176417939949100
"""luks @ umdjNW_Jbv"" checks",2025-11-26T17:49:56.042Z,176417939604201
"River: 4♣, 9♠, 9♣, 2♠ [3♣]",2025-11-26T17:49:56.042Z,176417939604200
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:49:55.219Z,176417939521900
"""luks @ umdjNW_Jbv"" checks",2025-11-26T17:49:49.604Z,176417938960401
"Turn: 4♣, 9♠, 9♣ [2♠]",2025-11-26T17:49:49.604Z,176417938960400
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T17:49:48.780Z,176417938878000
"""luks @ umdjNW_Jbv"" checks",2025-11-26T17:49:43.832Z,176417938383201
"Flop:  [4♣, 9♠, 9♣]",2025-11-26T17:49:43.832Z,176417938383200
"""luks @ umdjNW_Jbv"" checks",2025-11-26T17:49:43.002Z,176417938300200
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:49:42.106Z,176417938210600
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:49:39.049Z,176417937904900
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T17:49:36.924Z,176417937692400
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T17:49:35.717Z,176417937571700
"""luks @ umdjNW_Jbv"" posts a big blind of 0.20",2025-11-26T17:49:09.157Z,176417934915708
"""jarell @ DmldWHcaFG"" posts a small blind of 0.10",2025-11-26T17:49:09.157Z,176417934915707
"Your hand is 10♦, Q♠",2025-11-26T17:49:09.157Z,176417934915704
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (41.57) | #5 ""jarell @ DmldWHcaFG"" (30.09) | #6 ""luks @ umdjNW_Jbv"" (8.10) | #7 ""Isaac @ 8Cxf2C0Rzg"" (60.74) | #8 ""Harry @ _rSA9D8q4_"" (88.14)",2025-11-26T17:49:09.157Z,176417934915701
"-- starting hand #91 (id: eifoebckhomg)  (No Limit Texas Hold'em) (dealer: ""loki @ 7Nv8hjyL1f"") --",2025-11-26T17:49:09.157Z,176417934915700
"-- ending hand #90 --",2025-11-26T17:49:03.153Z,176417934315302
"""Isaac @ 8Cxf2C0Rzg"" collected 0.80 from pot",2025-11-26T17:49:03.153Z,176417934315301
"Uncalled bet of 0.60 returned to ""Isaac @ 8Cxf2C0Rzg""",2025-11-26T17:49:03.153Z,176417934315300
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:49:02.291Z,176417934229100
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:49:01.046Z,176417934104600
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T17:48:54.823Z,176417933482300
"""Isaac @ 8Cxf2C0Rzg"" bets 0.60",2025-11-26T17:48:52.799Z,176417933279900
"""jarell @ DmldWHcaFG"" checks",2025-11-26T17:48:46.616Z,176417932661600
"""loki @ 7Nv8hjyL1f"" checks",2025-11-26T17:48:43.729Z,176417932372900
"Flop:  [10♠, J♦, 10♣]",2025-11-26T17:48:41.100Z,176417932110000
"""jarell @ DmldWHcaFG"" checks",2025-11-26T17:48:40.291Z,176417932029100
"""loki @ 7Nv8hjyL1f"" calls 0.20",2025-11-26T17:48:27.369Z,176417930736900
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T17:47:37.501Z,176417925750100
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T17:47:33.818Z,176417925381800
"""luks @ umdjNW_Jbv"" folds",2025-11-26T17:47:32.732Z,176417925273200
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T17:46:47.706Z,176417920770608
"""loki @ 7Nv8hjyL1f"" posts a small blind of 0.10",2025-11-26T17:46:47.706Z,176417920770607
"Your hand is 9♠, A♦",2025-11-26T17:46:47.706Z,176417920770604
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (41.77) | #5 ""jarell @ DmldWHcaFG"" (30.29) | #6 ""luks @ umdjNW_Jbv"" (8.10) | #7 ""Isaac @ 8Cxf2C0Rzg"" (60.14) | #8 ""Harry @ _rSA9D8q4_"" (88.34)",2025-11-26T17:46:47.706Z,176417920770601
"-- starting hand #90 (id: aillegpx5id0)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T17:46:47.706Z,176417920770600
"-- ending hand #89 --",2025-11-26T17:46:39.656Z,176417919965602
"""Harry @ _rSA9D8q4_"" collected 44.17 from pot with Full House, 10's over A's on the second run  (combination: 10♣, 10♦, 10♠, A♣, A♠)",2025-11-26T17:46:39.656Z,176417919965601
"""Harry @ _rSA9D8q4_"" collected 44.17 from pot with Three of a Kind, 10's (combination: 10♣, 10♦, 10♠, A♣, K♥)",2025-11-26T17:46:39.656Z,176417919965600
"River (second run): 10♦, 10♠, 3♦, 5♠ [A♠]",2025-11-26T17:46:35.652Z,176417919565200
"River: 10♦, 10♠, 3♦, 5♠ [K♥]",2025-11-26T17:46:31.591Z,176417919159100
"""Harry @ _rSA9D8q4_"" shows a 10♣, A♣.",2025-11-26T17:46:27.587Z,176417918758702
"""luks @ umdjNW_Jbv"" shows a J♣, J♥.",2025-11-26T17:46:27.587Z,176417918758701
"Uncalled bet of 8.10 returned to ""luks @ umdjNW_Jbv""",2025-11-26T17:46:27.587Z,176417918758700
"All players in hand choose to run it twice.",2025-11-26T17:46:26.757Z,176417918675701
"""Harry @ _rSA9D8q4_"" chooses to  run it twice.",2025-11-26T17:46:26.757Z,176417918675700
"""luks @ umdjNW_Jbv"" chooses to  run it twice.",2025-11-26T17:46:26.393Z,176417918639300
"Remaining players decide whether to run it twice.",2025-11-26T17:46:24.934Z,176417918493401
"""Harry @ _rSA9D8q4_"" calls 36.57 and go all in",2025-11-26T17:46:24.934Z,176417918493400
"""luks @ umdjNW_Jbv"" raises to 44.67 and go all in",2025-11-26T17:46:22.162Z,176417918216200
"""Harry @ _rSA9D8q4_"" raises to 22.80",2025-11-26T17:46:19.337Z,176417917933700
"""luks @ umdjNW_Jbv"" bets 11.40",2025-11-26T17:46:03.439Z,176417916343900
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:46:00.128Z,176417916012800
"Turn: 10♦, 10♠, 3♦ [5♠]",2025-11-26T17:45:56.353Z,176417915635300
"""Harry @ _rSA9D8q4_"" calls 3.10",2025-11-26T17:45:55.514Z,176417915551400
"""luks @ umdjNW_Jbv"" bets 3.10",2025-11-26T17:45:51.053Z,176417915105300
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T17:45:45.490Z,176417914549000
"Flop:  [10♦, 10♠, 3♦]",2025-11-26T17:45:37.318Z,176417913731800
"""Harry @ _rSA9D8q4_"" calls 4.05",2025-11-26T17:45:36.482Z,176417913648200
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T17:45:28.017Z,176417912801700
"""luks @ umdjNW_Jbv"" raises to 4.05",2025-11-26T17:45:25.343Z,176417912534300
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:45:21.107Z,176417912110700
"""Harry @ _rSA9D8q4_"" raises to 1.80",2025-11-26T17:45:18.782Z,176417911878200
"""Isaac @ 8Cxf2C0Rzg"" calls 0.70",2025-11-26T17:45:15.461Z,176417911546100
"""luks @ umdjNW_Jbv"" raises to 0.70",2025-11-26T17:45:13.033Z,176417911303300
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:45:05.918Z,176417910591800
"""loki @ 7Nv8hjyL1f"" posts a big blind of 0.20",2025-11-26T17:45:03.619Z,176417910361908
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T17:45:03.619Z,176417910361907
"Your hand is J♣, J♥",2025-11-26T17:45:03.619Z,176417910361904
"Player stacks: #1 ""loki @ 7Nv8hjyL1f"" (41.97) | #5 ""jarell @ DmldWHcaFG"" (30.29) | #6 ""luks @ umdjNW_Jbv"" (51.82) | #7 ""Isaac @ 8Cxf2C0Rzg"" (60.84) | #8 ""Harry @ _rSA9D8q4_"" (43.72)",2025-11-26T17:45:03.619Z,176417910361901
"-- starting hand #89 (id: 8dgjyhx4xphf)  (No Limit Texas Hold'em) (dealer: ""Isaac @ 8Cxf2C0Rzg"") --",2025-11-26T17:45:03.619Z,176417910361900
"-- ending hand #88 --",2025-11-26T17:44:57.670Z,176417909767002
"""Harry @ _rSA9D8q4_"" collected 0.20 from pot",2025-11-26T17:44:57.670Z,176417909767001
"Uncalled bet of 0.10 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T17:44:57.670Z,176417909767000
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T17:44:56.852Z,176417909685200
"""luks @ umdjNW_Jbv"" folds",2025-11-26T17:44:55.752Z,176417909575200
"""jarell @ DmldWHcaFG"" folds",2025-11-26T17:44:54.607Z,176417909460700
"""loki @ 7Nv8hjyL1f"" folds",2025-11-26T17:44:52.806Z,176417909280600
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T17:44:48.467Z,176417908846708
"""Isaac @ 8Cxf2C0Rzg"" posts a small blind of 0.10",2025-11-26T17:44:48.467Z,176417908846707
